Fiscal_Year,Province_Territory,Age_Group,Sex,Number_of_Discharges,Total_Length_of_Stay_Days,Average_Length_of_Stay_Days
2016–2017,New Brunswick,45–49,Female,1564.0,10608.0,6.8
2016–2017,New Brunswick,45–49,Male,1333.0,12086.0,9.1
2016–2017,New Brunswick,50–54,All,4228.0,32074.0,7.6
2016–2017,New Brunswick,50–54,Female,2156.0,15492.0,7.2
2016–2017,New Brunswick,50–54,Male,2072.0,16582.0,8.0
2016–2017,New Brunswick,55–59,All,5688.0,43124.0,7.6
2016–2017,New Brunswick,55–59,Female,2693.0,20870.0,7.7
2016–2017,New Brunswick,55–59,Male,2995.0,22254.0,7.4
2016–2017,New Brunswick,60–64,All,6996.0,58184.0,8.3
2016–2017,New Brunswick,60–64,Female,3168.0,27045.0,8.5
2016–2017,New Brunswick,60–64,Male,3828.0,31139.0,8.1
2016–2017,New Brunswick,65–69,All,8311.0,74953.0,9.0
2016–2017,New Brunswick,65–69,Female,3823.0,34569.0,9.0
2016–2017,New Brunswick,65–69,Male,4488.0,40384.0,9.0
2016–2017,New Brunswick,70–74,All,7705.0,74888.0,9.7
2016–2017,New Brunswick,70–74,Female,3496.0,34808.0,10.0
2016–2017,New Brunswick,70–74,Male,4209.0,40080.0,9.5
2016–2017,New Brunswick,75–79,All,6983.0,76964.0,11.0
2016–2017,New Brunswick,75–79,Female,3315.0,37897.0,11.4
2016–2017,New Brunswick,75–79,Male,3668.0,39065.0,10.7
2016–2017,New Brunswick,80–84,All,6179.0,78110.0,12.6
2016–2017,New Brunswick,80–84,Female,3289.0,42820.0,13.0
2016–2017,New Brunswick,80–84,Male,2890.0,35290.0,12.2
2016–2017,New Brunswick,85–89,All,4618.0,69918.0,15.1
2016–2017,New Brunswick,85–89,Female,2577.0,40294.0,15.6
2016–2017,New Brunswick,85–89,Male,2041.0,29624.0,14.5
2016–2017,New Brunswick,90+,All,3365.0,53257.0,15.8
2016–2017,New Brunswick,90+,Female,2311.0,37786.0,16.4
2016–2017,New Brunswick,90+,Male,1054.0,15471.0,14.7
2016–2017,New Brunswick,All,All,78192.0,681231.0,8.7
2016–2017,New Brunswick,All,Female,42977.0,359571.0,8.4
2016–2017,New Brunswick,All,Male,35215.0,321645.0,9.1
2016–2017,Quebec,00–04,All,37436.0,138500.0,3.7
2016–2017,Quebec,00–04,Female,16007.0,60084.0,3.8
2016–2017,Quebec,00–04,Male,21429.0,78416.0,3.7
2016–2017,Quebec,05–09,All,8317.0,23494.0,2.8
2016–2017,Quebec,05–09,Female,3784.0,10043.0,2.7
2016–2017,Quebec,05–09,Male,4533.0,13451.0,3.0
2016–2017,Quebec,10–14,All,7528.0,32725.0,4.3
2016–2017,Quebec,10–14,Female,3828.0,18362.0,4.8
2016–2017,Quebec,10–14,Male,3700.0,14363.0,3.9
2016–2017,Quebec,15–19,All,12609.0,61091.0,4.8
2016–2017,Quebec,15–19,Female,7580.0,33677.0,4.4
2016–2017,Quebec,15–19,Male,5029.0,27414.0,5.5
2016–2017,Quebec,20–24,All,23525.0,111718.0,4.7
2016–2017,Quebec,20–24,Female,17571.0,61328.0,3.5
2016–2017,Quebec,20–24,Male,5954.0,50390.0,8.5
2016–2017,Quebec,25–29,All,42030.0,160517.0,3.8
2016–2017,Quebec,25–29,Female,35904.0,107743.0,3.0
2016–2017,Quebec,25–29,Male,6126.0,52774.0,8.6
2016–2017,Quebec,30–34,All,45460.0,172286.0,3.8
2016–2017,Quebec,30–34,Female,38688.0,117326.0,3.0
2016–2017,Quebec,30–34,Male,6772.0,54960.0,8.1
2016–2017,Quebec,35–39,All,33263.0,159424.0,4.8
2016–2017,Quebec,35–39,Female,25390.0,99077.0,3.9
2016–2017,Quebec,35–39,Male,7873.0,60347.0,7.7
2016–2017,Quebec,40–44,All,22221.0,124866.0,5.6
2016–2017,Quebec,40–44,Female,13493.0,64944.0,4.8
2016–2017,Quebec,40–44,Male,8728.0,59922.0,6.9
2016–2017,Quebec,45–49,All,23185.0,153569.0,6.6
2016–2017,Quebec,45–49,Female,12108.0,77193.0,6.4
2016–2017,Quebec,45–49,Male,11077.0,76376.0,6.9
2016–2017,Quebec,50–54,All,33775.0,234934.0,7.0
2016–2017,Quebec,50–54,Female,16537.0,108600.0,6.6
2016–2017,Quebec,50–54,Male,17238.0,126334.0,7.3
2016–2017,Quebec,55–59,All,44974.0,336151.0,7.5
2016–2017,Quebec,55–59,Female,21124.0,156816.0,7.4
2016–2017,Quebec,55–59,Male,23850.0,179335.0,7.5
2016–2017,Quebec,60–64,All,53030.0,412584.0,7.8
2016–2017,Quebec,60–64,Female,24006.0,187099.0,7.8
2016–2017,Quebec,60–64,Male,29024.0,225485.0,7.8
2016–2017,Quebec,65–69,All,61644.0,506748.0,8.2
2016–2017,Quebec,65–69,Female,27672.0,233893.0,8.5
2016–2017,Quebec,65–69,Male,33972.0,272855.0,8.0
2016–2017,Quebec,70–74,All,64571.0,574185.0,8.9
2016–2017,Quebec,70–74,Female,30080.0,284109.0,9.4
2016–2017,Quebec,70–74,Male,34491.0,290076.0,8.4
2016–2017,Quebec,75–79,All,59097.0,596098.0,10.1
2016–2017,Quebec,75–79,Female,28864.0,306399.0,10.6
2016–2017,Quebec,75–79,Male,30233.0,289699.0,9.6
2016–2017,Quebec,80–84,All,55108.0,650144.0,11.8
2016–2017,Quebec,80–84,Female,28785.0,353470.0,12.3
2016–2017,Quebec,80–84,Male,26323.0,296674.0,11.3
2016–2017,Quebec,85–89,All,45945.0,615588.0,13.4
2016–2017,Quebec,85–89,Female,26840.0,367195.0,13.7
2016–2017,Quebec,85–89,Male,19105.0,248393.0,13.0
2016–2017,Quebec,90+,All,32056.0,462943.0,14.4
2016–2017,Quebec,90+,Female,22152.0,330218.0,14.9
2016–2017,Quebec,90+,Male,9904.0,132725.0,13.4
2016–2017,Quebec,All,All,705774.0,5527565.0,7.8
2016–2017,Quebec,All,Female,400413.0,2977576.0,7.4
2016–2017,Quebec,All,Male,305361.0,2549989.0,8.4
2016–2017,Ontario,00–04,All,42551.0,212009.0,5.0
2016–2017,Ontario,00–04,Female,18148.0,92892.0,5.1
2016–2017,Ontario,00–04,Male,24403.0,119100.0,4.9
2016–2017,Ontario,05–09,All,12528.0,38910.0,3.1
2016–2017,Ontario,05–09,Female,5534.0,18276.0,3.3
2016–2017,Ontario,05–09,Male,6994.0,20634.0,3.0
2016–2017,Ontario,10–14,All,13768.0,60380.0,4.4
2016–2017,Ontario,10–14,Female,7346.0,35478.0,4.8
2016–2017,Ontario,10–14,Male,6422.0,24896.0,3.9
2016–2017,Ontario,15–19,All,27302.0,136562.0,5.0
2016–2017,Ontario,15–19,Female,16895.0,80828.0,4.8
2016–2017,Ontario,15–19,Male,10397.0,55653.0,5.4
2016–2017,Ontario,20–24,All,39268.0,180232.0,4.6
2016–2017,Ontario,20–24,Female,27179.0,95232.0,3.5
2016–2017,Ontario,20–24,Male,12074.0,84973.0,7.0
2016–2017,Ontario,25–29,All,64139.0,221799.0,3.5
2016–2017,Ontario,25–29,Female,52487.0,147721.0,2.8
2016–2017,Ontario,25–29,Male,11643.0,74062.0,6.4
2016–2017,Ontario,30–34,All,80579.0,260402.0,3.2
2016–2017,Ontario,30–34,Female,68977.0,185978.0,2.7
2016–2017,Ontario,30–34,Male,11597.0,74416.0,6.4
2016–2017,Ontario,35–39,All,57235.0,213985.0,3.7
2016–2017,Ontario,35–39,Female,44975.0,142713.0,3.2
2016–2017,Ontario,35–39,Male,12254.0,71226.0,5.8
2016–2017,Ontario,40–44,All,38879.0,194525.0,5.0
2016–2017,Ontario,40–44,Female,24013.0,105083.0,4.4
2016–2017,Ontario,40–44,Male,14861.0,89423.0,6.0
2016–2017,Ontario,45–49,All,41957.0,238712.0,5.7
2016–2017,Ontario,45–49,Female,22403.0,120053.0,5.4
2016–2017,Ontario,45–49,Male,19554.0,118657.0,6.1
2016–2017,Ontario,50–54,All,58116.0,356461.0,6.1
2016–2017,Ontario,50–54,Female,28141.0,166826.0,5.9
2016–2017,Ontario,50–54,Male,29975.0,189620.0,6.3
2016–2017,Ontario,55–59,All,70238.0,457934.0,6.5
2016–2017,Ontario,55–59,Female,32436.0,203676.0,6.3
2016–2017,Ontario,55–59,Male,37797.0,254250.0,6.7
2016–2017,Ontario,60–64,All,79799.0,541890.0,6.8
2016–2017,Ontario,60–64,Female,36177.0,241435.0,6.7
2016–2017,Ontario,60–64,Male,43622.0,300455.0,6.9
2016–2017,Ontario,65–69,All,90822.0,657212.0,7.2
2016–2017,Ontario,65–69,Female,41978.0,296824.0,7.1
2016–2017,Ontario,65–69,Male,48844.0,360386.0,7.4
2016–2017,Ontario,70–74,All,87554.0,678184.0,7.7
2016–2017,Ontario,70–74,Female,40928.0,317887.0,7.8
2016–2017,Ontario,70–74,Male,46626.0,360286.0,7.7
2016–2017,Ontario,75–79,All,84735.0,722366.0,8.5
2016–2017,Ontario,75–79,Female,41396.0,351217.0,8.5
2016–2017,Ontario,75–79,Male,43339.0,371148.0,8.6
2016–2017,Ontario,80–84,All,80949.0,768779.0,9.5
2016–2017,Ontario,80–84,Female,41194.0,390913.0,9.5
2016–2017,Ontario,80–84,Male,39755.0,377848.0,9.5
2016–2017,Ontario,85–89,All,68067.0,708349.0,10.4
2016–2017,Ontario,85–89,Female,37446.0,388859.0,10.4
2016–2017,Ontario,85–89,Male,30621.0,319490.0,10.4
2016–2017,Ontario,90+,All,50374.0,527859.0,10.5
2016–2017,Ontario,90+,Female,32631.0,340854.0,10.4
2016–2017,Ontario,90+,Male,17743.0,187005.0,10.5
2016–2017,Ontario,All,All,1088860.0,7176550.0,6.6
2016–2017,Ontario,All,Female,620284.0,3722745.0,6.0
2016–2017,Ontario,All,Male,468521.0,3453528.0,7.4
2016–2017,Manitoba,00–04,All,3914.0,24094.0,6.2
2016–2017,Manitoba,00–04,Female,1703.0,9610.0,5.6
2016–2017,Manitoba,00–04,Male,2211.0,14483.0,6.6
2016–2017,Manitoba,05–09,All,1070.0,3813.0,3.6
2016–2017,Manitoba,05–09,Female,477.0,1630.0,3.4
2016–2017,Manitoba,05–09,Male,593.0,2183.0,3.7
2016–2017,Manitoba,10–14,All,1294.0,5466.0,4.2
2016–2017,Manitoba,10–14,Female,683.0,3026.0,4.4
2016–2017,Manitoba,10–14,Male,611.0,2440.0,4.0
2016–2017,Manitoba,15–19,All,3712.0,19565.0,5.3
2016–2017,Manitoba,15–19,Female,2553.0,12079.0,4.7
2016–2017,Manitoba,15–19,Male,1159.0,7486.0,6.5
2016–2017,Manitoba,20–24,All,6431.0,30523.0,4.7
2016–2017,Manitoba,20–24,Female,4999.0,18908.0,3.8
2016–2017,Manitoba,20–24,Male,1432.0,11615.0,8.1
2016–2017,Manitoba,25–29,All,9110.0,35038.0,3.8
2016–2017,Manitoba,25–29,Female,7706.0,24766.0,3.2
2016–2017,Manitoba,25–29,Male,1404.0,10271.0,7.3
2016–2017,Manitoba,30–34,All,9164.0,34269.0,3.7
2016–2017,Manitoba,30–34,Female,7864.0,24851.0,3.2
2016–2017,Manitoba,30–34,Male,1300.0,9411.0,7.2
2016–2017,Manitoba,35–39,All,6121.0,29739.0,4.9
2016–2017,Manitoba,35–39,Female,4693.0,18856.0,4.0
2016–2017,Manitoba,35–39,Male,1428.0,10883.0,7.6
2016–2017,Manitoba,40–44,All,4541.0,31728.0,7.0
2016–2017,Manitoba,40–44,Female,2719.0,16911.0,6.2
2016–2017,Manitoba,40–44,Male,1822.0,14817.0,8.1
2016–2017,Manitoba,45–49,All,4555.0,32742.0,7.2
2016–2017,Manitoba,45–49,Female,2469.0,16333.0,6.6
2016–2017,Manitoba,45–49,Male,2086.0,16409.0,7.9
2016–2017,Manitoba,50–54,All,5714.0,50746.0,8.9
2016–2017,Manitoba,50–54,Female,2865.0,24042.0,8.4
2016–2017,Manitoba,50–54,Male,2849.0,26704.0,9.4
2016–2017,Manitoba,55–59,All,7063.0,67375.0,9.5
2016–2017,Manitoba,55–59,Female,3445.0,32318.0,9.4
2016–2017,Manitoba,55–59,Male,3618.0,35057.0,9.7
2016–2017,Manitoba,60–64,All,7849.0,79515.0,10.1
2016–2017,Manitoba,60–64,Female,3665.0,37174.0,10.1
2016–2017,Manitoba,60–64,Male,4184.0,42341.0,10.1
2016–2017,Manitoba,65–69,All,8855.0,106265.0,12.0
2016–2017,Manitoba,65–69,Female,4198.0,52176.0,12.4
2016–2017,Manitoba,65–69,Male,4657.0,54089.0,11.6
2016–2017,Manitoba,70–74,All,8132.0,105839.0,13.0
2016–2017,Manitoba,70–74,Female,3866.0,53047.0,13.7
2016–2017,Manitoba,70–74,Male,4266.0,52792.0,12.4
